seqnames,start,end,width,strand,WT1,WT2,WT3,KO1,KO2
chr5,5419982,5420382,401,*,161.46,69.56,49.48,90.93,101.72
chr18,25540395,25540795,401,*,65.78,47.82,35.34,44.82,50.86
chr2,77946180,77946580,401,*,127.97,54.78,38.87,55.07,86.28
chr17,15831795,15832195,401,*,35.88,16.52,15.02,23.05,22.71
chr11,90225128,90225528,401,*,104.05,45.21,33.57,55.07,61.76
chrX,13346965,13347365,401,*,39.47,13.91,15.9,14.09,29.06
chr1,164135338,164135738,401,*,120.79,64.34,31.81,61.47,77.2
chr16,50753623,50754023,401,*,50.23,27.82,18.55,30.74,30.88
chr11,113422204,113422604,401,*,26.31,6.96,13.25,7.68,20.89
chrX,160510203,160510603,401,*,74.15,26.08,15.9,40.98,39.96
chr4,16213232,16213632,401,*,53.82,21.74,9.72,24.33,29.06
chr1,164184509,164184909,401,*,34.68,13.91,11.49,12.81,24.52
chr9,7914449,7914849,401,*,44.25,18.26,15.9,28.17,21.8
chr1,84945992,84946392,401,*,28.7,19.13,13.25,12.81,28.15
chr3,14641480,14641880,401,*,205.71,99.12,74.22,112.7,130.78
chr5,64045429,64045829,401,*,52.62,20.87,22.09,37.14,28.15
chr3,75835576,75835976,401,*,154.28,70.43,37.11,79.4,88.1
chr1,183510744,183511144,401,*,45.45,16.52,22.09,15.37,37.24
chr8,69017445,69017845,401,*,29.9,15.65,15.02,15.37,22.71
chr19,18631234,18631634,401,*,77.74,38.26,27.39,32.02,59.03
chr7,108966966,108967366,401,*,51.43,20,22.97,25.61,38.14
chr5,16469859,16470259,401,*,297.8,139.99,93.65,197.22,144.4
chr8,66386044,66386444,401,*,37.08,28.69,27.39,26.89,36.33
chr3,129943791,129944191,401,*,38.27,20,11.49,21.77,25.43
chr14,9393441,9393841,401,*,41.86,24.35,16.79,24.33,31.79
chr10,13470244,13470644,401,*,52.62,31.3,23.86,25.61,47.23
chr6,15792762,15793162,401,*,37.08,29.56,14.14,26.89,28.15
chrX,166440506,166440906,401,*,90.9,36.52,27.39,42.26,56.31
chr2,52424730,52425130,401,*,119.6,73.91,75.98,70.44,113.53
chr1,144006535,144006935,401,*,88.5,57.39,39.76,61.47,65.39
chr7,38189453,38189853,401,*,119.6,30.43,22.97,21.77,85.37
chr15,39006009,39006409,401,*,35.88,26.08,17.67,15.37,38.14
chrX,164941535,164941935,401,*,50.23,22.61,13.25,29.45,29.06
chr19,58116306,58116706,401,*,29.9,12.17,13.25,11.53,25.43
chr9,85449457,85449857,401,*,41.86,18.26,12.37,25.61,23.61
chr16,85285363,85285763,401,*,55.02,28.69,15.9,34.58,29.06
chr8,57741973,57742373,401,*,65.78,39.13,23.86,35.86,46.32
chr19,21274137,21274537,401,*,84.92,32.17,24.74,38.42,58.13
chr2,30242556,30242956,401,*,32.29,24.35,25.62,15.37,39.96
chr6,43642368,43642768,401,*,50.23,25.22,15.02,29.45,28.15
chr9,5344075,5344475,401,*,57.41,19.13,11.49,29.45,31.79
chr13,81710840,81711240,401,*,215.28,82.6,70.68,111.42,141.68
chr9,99499353,99499753,401,*,37.08,20,24.74,23.05,29.06
chr16,48832056,48832456,401,*,41.86,22.61,20.32,26.89,27.25
chr1,107589785,107590185,401,*,100.46,43.47,35.34,58.91,63.57
chrX,51461418,51461818,401,*,41.86,26.08,22.09,33.3,28.15
chr11,46804444,46804844,401,*,63.39,28.69,31.81,38.42,40.87
chr4,95390533,95390933,401,*,41.86,19.13,18.55,21.77,31.79
chr2,61138932,61139332,401,*,118.4,69.56,52.13,75.56,79.01
chr9,21125675,21126075,401,*,27.51,20,22.09,17.93,29.06
chr17,73394844,73395244,401,*,35.88,13.91,15.9,8.96,36.33
chr1,74007644,74008044,401,*,46.64,19.13,32.69,16.65,45.41
chr18,81916090,81916490,401,*,63.39,23.48,31.81,29.45,50.86
chr13,117211348,117211748,401,*,64.58,32.17,25.62,32.02,50.86
chr2,58496964,58497364,401,*,49.04,20.87,15.02,21.77,31.79
chr17,5572988,5573388,401,*,51.43,24.35,22.97,19.21,47.23
chr2,143013060,143013460,401,*,31.1,11.3,14.14,11.53,23.61
chr2,114654492,114654892,401,*,235.61,118.25,72.45,165.2,128.06
chr10,40435383,40435783,401,*,45.45,15.65,23.86,21.77,35.42
chr1,95667474,95667874,401,*,211.69,101.73,68.91,134.47,111.71
chr6,37592398,37592798,401,*,28.7,13.91,22.97,17.93,26.34
chr8,103940865,103941265,401,*,123.19,45.21,30.04,67.87,68.12
chr10,126502363,126502763,401,*,105.25,40,31.81,60.19,60.85
chr13,21408406,21408806,401,*,94.48,52.17,33.57,57.63,58.13
chr1,34511023,34511423,401,*,38.27,14.78,12.37,12.81,30.88
chr9,113792548,113792948,401,*,31.1,19.13,6.18,15.37,22.71
chr19,22883954,22884354,401,*,32.29,16.52,19.44,21.77,21.8
chr7,104244231,104244631,401,*,87.31,40,30.04,53.79,53.58
chr16,78237822,78238222,401,*,38.27,13.91,11.49,19.21,20.89
chr2,140170441,140170841,401,*,150.69,68.69,54.78,79.4,108.08
chr8,36613775,36614175,401,*,119.6,46.08,36.22,69.15,69.02
chr7,88054253,88054653,401,*,83.72,31.3,25.62,60.19,36.33
chr7,74683945,74684345,401,*,117.21,65.21,44.18,76.84,78.11
chr13,104040997,104041397,401,*,50.23,27.82,16.79,30.74,33.6
chr6,88860914,88861314,401,*,23.92,13.04,13.25,8.96,24.52
chr18,12655073,12655473,401,*,28.7,20,10.6,16.65,20.89
chr18,74431259,74431659,401,*,37.08,23.48,15.02,26.89,24.52
chr5,8675589,8675989,401,*,45.45,20.87,21.2,33.3,26.34
chr12,41417565,41417965,401,*,53.82,20,18.55,34.58,24.52
chr13,83601748,83602148,401,*,38.27,15.65,9.72,19.21,20.89
chr11,46314577,46314977,401,*,26.31,15.65,25.62,20.49,25.43
chr3,149349368,149349768,401,*,53.82,22.61,19.44,33.3,31.79
chr5,16553232,16553632,401,*,58.6,30.43,17.67,34.58,33.6
chr2,65407130,65407530,401,*,61,17.39,12.37,30.74,26.34
chr10,17484958,17485358,401,*,55.02,20.87,17.67,34.58,29.06
chrX,23675460,23675860,401,*,58.6,20,15.02,33.3,26.34
chr11,21239186,21239586,401,*,41.86,25.22,30.04,21.77,39.96
chr7,79935526,79935926,401,*,51.43,26.08,28.27,33.3,34.51
chr13,70649861,70650261,401,*,43.06,26.08,22.97,30.74,31.79
chr7,29908170,29908570,401,*,56.21,32.17,30.92,23.05,52.68
chr5,102845071,102845471,401,*,50.23,25.22,21.2,15.37,45.41
chr2,92529330,92529730,401,*,77.74,40.87,52.13,46.1,63.57
chr15,96485468,96485868,401,*,25.12,10.43,18.55,16.65,19.98
chr11,19018833,19019233,401,*,154.28,68.69,47.71,101.17,84.46
chr4,93551038,93551438,401,*,102.85,32.17,19.44,58.91,49.04
chr4,40244054,40244454,401,*,46.64,20,22.09,24.33,35.42
chr10,97402524,97402924,401,*,37.08,22.61,10.6,14.09,29.97
chr4,3682886,3683286,401,*,72.96,33.91,29.16,35.86,56.31
chr16,87625317,87625717,401,*,121.99,58.26,41.53,67.87,83.55
chr14,103033391,103033791,401,*,102.85,63.47,44.18,48.66,86.28
chr9,121265297,121265697,401,*,35.88,9.56,15.9,12.81,28.15
chrX,75875001,75875401,401,*,121.99,47.82,46.83,73,66.3
chrX,135742454,135742854,401,*,71.76,22.61,22.97,29.45,49.95
chr3,159495184,159495584,401,*,198.53,102.6,60.08,124.22,123.52
chr15,89210184,89210584,401,*,25.12,15.65,29.16,15.37,29.06
chr11,101687734,101688134,401,*,28.7,22.61,23.86,26.89,24.52
chr1,74713019,74713419,401,*,56.21,39.13,34.46,37.14,50.86
chr1,80413806,80414206,401,*,31.1,16.52,15.9,19.21,23.61
chr1,146967918,146968318,401,*,84.92,35.65,21.2,49.94,40.87
chr4,88415039,88415439,401,*,31.1,20.87,16.79,23.05,23.61
chr11,21225033,21225433,401,*,66.98,41.74,28.27,38.42,54.49
chr1,153501832,153502232,401,*,46.64,18.26,21.2,21.77,32.7
chr7,68823194,68823594,401,*,35.88,20,14.14,14.09,32.7
chr7,88128418,88128818,401,*,45.45,15.65,20.32,26.89,28.15
chr14,105732241,105732641,401,*,65.78,33.91,27.39,33.3,52.68
chr16,45148581,45148981,401,*,38.27,25.22,17.67,35.86,19.98
chr15,37328638,37329038,401,*,33.49,8.69,13.25,15.37,21.8
chr15,27702662,27703062,401,*,88.5,51.3,45.06,61.47,64.48
chr2,38823793,38824193,401,*,34.68,19.13,17.67,26.89,21.8
chr16,46010295,46010695,401,*,296.6,157.38,107.79,166.48,218.88
chr2,60176041,60176441,401,*,33.49,18.26,16.79,21.77,24.52
chr13,21721771,21722171,401,*,111.23,62.6,27.39,66.59,62.67
chr18,62780458,62780858,401,*,94.48,45.21,30.04,47.38,68.12
chr2,73371555,73371955,401,*,43.06,15.65,13.25,19.21,29.06
chrX,78583697,78584097,401,*,107.64,30.43,30.04,43.54,63.57
chr6,129533517,129533917,401,*,29.9,21.74,21.2,19.21,27.25
chr14,44835128,44835528,401,*,57.41,28.69,32.69,25.61,49.95
chr1,24248291,24248691,401,*,53.82,25.22,20.32,30.74,32.7
chr10,72654597,72654997,401,*,261.92,121.73,106.02,151.12,184.37
chr3,86110065,86110465,401,*,75.35,37.39,31.81,51.23,47.23
chr3,138753431,138753831,401,*,45.45,25.22,22.09,20.49,41.78
chr1,149840832,149841232,401,*,141.13,59.13,45.06,87.08,70.84
chrX,70363449,70363849,401,*,53.82,13.91,24.74,23.05,35.42
chr13,110568644,110569044,401,*,121.99,57.39,48.59,79.4,76.29
chr3,101597235,101597635,401,*,45.45,24.35,17.67,17.93,37.24
chr9,40457424,40457824,401,*,35.88,20.87,27.39,17.93,35.42
chr8,105254570,105254970,401,*,26.31,11.3,20.32,15.37,23.61
chr7,35901835,35902235,401,*,32.29,10.43,15.9,6.4,29.97
chr16,78267451,78267851,401,*,61,19.13,11.49,28.17,35.42
chr1,62724399,62724799,401,*,32.29,21.74,16.79,20.49,27.25
chr1,57428935,57429335,401,*,31.1,15.65,20.32,21.77,23.61
chr7,43554539,43554939,401,*,33.49,19.13,11.49,16.65,26.34
chr10,128779430,128779830,401,*,118.4,53.91,45.94,61.47,87.19
chr13,109926576,109926976,401,*,32.29,19.13,19.44,20.49,27.25
chr10,99926547,99926947,401,*,41.86,19.13,15.9,20.49,28.15
chr2,153319239,153319639,401,*,31.1,20.87,22.09,23.05,24.52
chr6,57795855,57796255,401,*,29.9,15.65,19.44,16.65,24.52
chr4,63403097,63403497,401,*,126.77,61.73,47.71,73,88.1
chr11,25862805,25863205,401,*,39.47,13.91,15.9,19.21,27.25
chr1,186575654,186576054,401,*,69.37,24.35,24.74,21.77,59.94
chr16,89993928,89994328,401,*,46.64,17.39,16.79,11.53,39.05
chr17,71251182,71251582,401,*,37.08,20.87,22.09,15.37,38.14
chr4,32575184,32575584,401,*,43.06,19.13,10.6,21.77,27.25
chr3,103139084,103139484,401,*,32.29,18.26,12.37,14.09,25.43
chr1,73999024,73999424,401,*,56.21,27.82,32.69,20.49,58.13
chr1,150497684,150498084,401,*,37.08,7.83,13.25,26.89,13.62
chr8,126494345,126494745,401,*,31.1,13.04,17.67,17.93,23.61
chr2,122771009,122771409,401,*,44.25,25.22,23.86,23.05,36.33
chr12,95738085,95738485,401,*,69.37,31.3,18.55,37.14,39.05
chr18,43492801,43493201,401,*,34.68,21.74,17.67,26.89,20.89
chr7,74647369,74647769,401,*,74.15,28.69,21.2,39.7,44.5
chr15,41612235,41612635,401,*,308.56,134.77,89.24,184.41,158.94
chr5,21488580,21488980,401,*,25.12,18.26,9.72,11.53,21.8
chr17,17402241,17402641,401,*,28.7,17.39,14.14,15.37,22.71
chr8,105269564,105269964,401,*,34.68,30.43,33.57,24.33,39.05
chr1,40768610,40769010,401,*,23.92,12.17,11.49,7.68,21.8
chr2,60113690,60114090,401,*,33.49,15.65,12.37,12.81,28.15
chr13,89889081,89889481,401,*,220.06,93.04,64.5,124.22,134.41
chr1,173420320,173420720,401,*,63.39,37.39,25.62,38.42,47.23
chr4,32055117,32055517,401,*,40.66,15.65,25.62,20.49,34.51
chr3,59262747,59263147,401,*,50.23,26.08,25.62,34.58,34.51
chr10,26576174,26576574,401,*,43.06,15.65,11.49,17.93,29.06
chr9,38718063,38718463,401,*,56.21,28.69,26.51,37.14,34.51
chr3,144123526,144123926,401,*,47.84,18.26,11.49,14.09,34.51
chr4,139330602,139331002,401,*,26.31,10.43,15.9,3.84,32.7
chr2,48332863,48333263,401,*,47.84,31.3,22.09,29.45,35.42
chr3,116189348,116189748,401,*,43.06,30.43,24.74,28.17,38.14
chr2,150861058,150861458,401,*,55.02,26.08,22.97,24.33,41.78
chr7,88243035,88243435,401,*,35.88,14.78,17.67,20.49,25.43
chr13,42828934,42829334,401,*,130.36,66.08,55.66,65.31,106.26
chr3,27863295,27863695,401,*,56.21,35.65,31.81,28.17,50.86
chr19,44931354,44931754,401,*,20.33,14.78,17.67,12.81,22.71
chr16,75855418,75855818,401,*,74.15,34.78,22.97,46.1,43.59
chr10,112138555,112138955,401,*,44.25,15.65,19.44,24.33,29.06
chr9,15493279,15493679,401,*,112.42,62.6,42.41,66.59,73.56
chr15,43476916,43477316,401,*,423.38,176.51,136.06,267.65,237.95
chr10,21946943,21947343,401,*,58.6,28.69,25.62,37.14,35.42
chr10,7211380,7211780,401,*,104.05,50.43,45.06,53.79,81.74
chr3,81036493,81036893,401,*,86.11,42.6,25.62,39.7,59.03
chr2,75609548,75609948,401,*,26.31,10.43,18.55,15.37,21.8
chr1,128608107,128608507,401,*,14.35,14.78,19.44,8.96,21.8
chr18,61120549,61120949,401,*,44.25,18.26,36.22,26.89,36.33
chr4,98086823,98087223,401,*,35.88,20,20.32,33.3,16.35
chr3,121330123,121330523,401,*,35.88,21.74,28.27,24.33,33.6
chr2,18897892,18898292,401,*,114.81,40,38.87,48.66,75.38
chr2,75733166,75733566,401,*,45.45,25.22,30.92,26.89,38.14
chr2,122377318,122377718,401,*,105.25,53.91,55.66,71.72,74.47
chr15,19857361,19857761,401,*,126.77,91.3,44.18,108.85,70.84
chr16,23993228,23993628,401,*,46.64,24.35,23.86,25.61,38.14
chr10,121496570,121496970,401,*,47.84,20.87,16.79,14.09,44.5
chr18,61448009,61448409,401,*,66.98,21.74,17.67,26.89,46.32
chr1,186117118,186117518,401,*,144.71,60.86,55.66,84.52,93.55
chr8,46617096,46617496,401,*,209.3,94.77,75.1,87.08,157.12
chr17,10702774,10703174,401,*,34.68,10.43,23.86,23.05,23.61
chr15,54919949,54920349,401,*,40.66,11.3,17.67,20.49,23.61
chr19,37048486,37048886,401,*,31.1,19.13,12.37,6.4,32.7
chr3,31093618,31094018,401,*,93.29,52.17,45.94,48.66,74.47
chr11,110427113,110427513,401,*,55.02,31.3,20.32,32.02,36.33
chr8,85142536,85142936,401,*,74.15,42.6,47.71,42.26,69.02
chr15,55557162,55557562,401,*,58.6,37.39,27.39,40.98,42.69
chr12,77833385,77833785,401,*,26.31,10.43,11.49,10.25,21.8
chr13,101761653,101762053,401,*,63.39,35.65,23.86,37.14,41.78
chr18,75366975,75367375,401,*,98.07,62.6,55.66,61.47,85.37
chr12,85572071,85572471,401,*,89.7,47.82,38.87,53.79,59.94
chr9,27109450,27109850,401,*,86.11,41.74,36.22,62.75,49.04
chr8,70544119,70544519,401,*,46.64,23.48,27.39,21.77,43.59
chr7,116307299,116307699,401,*,62.19,26.08,25.62,29.45,47.23
chr10,112139823,112140223,401,*,43.06,25.22,16.79,24.33,29.97
chr12,30584319,30584719,401,*,166.24,60.86,55.66,98.61,94.45
chr11,75267878,75268278,401,*,34.68,24.35,27.39,21.77,36.33
chr15,88936976,88937376,401,*,21.53,10.43,24.74,15.37,20.89
chr8,19161565,19161965,401,*,81.33,39.13,23.86,47.38,45.41
chr2,145859343,145859743,401,*,56.21,29.56,30.92,33.3,45.41
chr4,11704197,11704597,401,*,57.41,33.91,23.86,24.33,49.04
chr6,32460369,32460769,401,*,83.72,43.47,36.22,46.1,59.03
chr3,35732395,35732795,401,*,43.06,28.69,19.44,34.58,24.52
chr5,67608068,67608468,401,*,46.64,25.22,23.86,20.49,43.59
chr3,51326680,51327080,401,*,66.98,33.91,21.2,42.26,36.33
chr1,23792753,23793153,401,*,27.51,16.52,19.44,12.81,27.25
chr17,85395487,85395887,401,*,155.48,65.21,53.01,85.8,90.82
chr8,47191463,47191863,401,*,105.25,46.08,37.11,62.75,65.39
chr17,79715526,79715926,401,*,55.02,30.43,29.16,23.05,49.95
chr5,67847326,67847726,401,*,517.86,239.11,136.95,290.7,323.32
chr13,54227906,54228306,401,*,23.92,15.65,27.39,11.53,30.88
chr19,40267411,40267811,401,*,46.64,25.22,22.09,30.74,32.7
chr14,27230698,27231098,401,*,14.35,16.52,22.97,12.81,21.8
chr5,149524584,149524984,401,*,28.7,10.43,15.02,7.68,28.15
chr9,77655881,77656281,401,*,47.84,17.39,31.81,21.77,39.96
chr2,79227982,79228382,401,*,64.58,34.78,27.39,42.26,43.59
chr6,56704530,56704930,401,*,63.39,28.69,27.39,33.3,47.23
chr13,65226232,65226632,401,*,40.66,32.17,15.9,37.14,23.61
chr3,107357057,107357457,401,*,45.45,26.08,20.32,15.37,42.69
chr5,121388919,121389319,401,*,49.04,25.22,22.97,24.33,40.87
chr13,91370842,91371242,401,*,104.05,55.65,49.48,70.44,71.75
chr16,15889909,15890309,401,*,69.37,51.3,32.69,43.54,55.4
chr3,81932445,81932845,401,*,98.07,46.95,40.64,55.07,70.84
chr7,140127866,140128266,401,*,57.41,25.22,27.39,25.61,44.5
chr3,10213309,10213709,401,*,57.41,23.48,22.09,29.45,36.33
chr2,136891319,136891719,401,*,294.21,119.12,98.95,180.57,169.83
chr5,41899187,41899587,401,*,110.03,40.87,25.62,62.75,50.86
chr10,89453791,89454191,401,*,28.7,9.56,14.14,14.09,20.89
chr18,15063411,15063811,401,*,62.19,34.78,23.86,37.14,44.5
chr13,76633702,76634102,401,*,31.1,20.87,16.79,26.89,19.98
chr10,117215739,117216139,401,*,61,33.04,30.92,44.82,39.96
chr13,28842832,28843232,401,*,61,22.61,20.32,24.33,45.41
chr12,12230085,12230485,401,*,27.51,27.82,19.44,20.49,29.97
chr11,95749651,95750051,401,*,26.31,13.04,15.9,14.09,20.89
chr10,8858683,8859083,401,*,29.9,11.3,21.2,15.37,26.34
chr14,67933416,67933816,401,*,32.29,19.13,24.74,8.96,41.78
chr16,45684775,45685175,401,*,29.9,13.04,13.25,12.81,24.52
chr3,28171227,28171627,401,*,35.88,26.08,19.44,26.89,28.15
chr1,138158367,138158767,401,*,21.53,14.78,18.55,19.21,18.16
chr8,56313593,56313993,401,*,59.8,21.74,17.67,38.42,25.43
chr3,130761041,130761441,401,*,34.68,20.87,18.55,23.05,24.52
chr14,16243174,16243574,401,*,111.23,59.99,46.83,65.31,82.65
chr2,60418088,60418488,401,*,27.51,12.17,17.67,11.53,24.52
chr16,81330538,81330938,401,*,41.86,16.52,10.6,21.77,24.52
chr10,12573635,12574035,401,*,74.15,30.43,18.55,47.38,36.33
chr8,76901959,76902359,401,*,351.62,172.16,139.6,206.18,247.03
chr3,75743671,75744071,401,*,46.64,15.65,22.97,20.49,33.6
chr19,30217299,30217699,401,*,23.92,8.69,21.2,10.25,23.61
chr11,29874802,29875202,401,*,51.43,26.95,19.44,32.02,30.88
chr2,147022008,147022408,401,*,29.9,13.04,14.14,15.37,22.71
chr8,77483657,77484057,401,*,100.46,51.3,35.34,48.66,71.75
chr14,77794463,77794863,401,*,47.84,21.74,31.81,30.74,34.51
chr18,68337209,68337609,401,*,49.04,20,22.09,15.37,45.41
chr15,35757055,35757455,401,*,105.25,33.91,21.2,56.35,54.49
chrX,20425391,20425791,401,*,144.71,66.95,46.83,83.24,92.64
chr17,83918407,83918807,401,*,31.1,18.26,16.79,10.25,33.6
chr6,30336855,30337255,401,*,47.84,22.61,36.22,17.93,53.58
chr13,10251788,10252188,401,*,56.21,18.26,26.51,30.74,37.24
chr9,38728224,38728624,401,*,125.58,51.3,51.24,73,74.47
chr8,40862008,40862408,401,*,31.1,14.78,19.44,23.05,19.07
chr17,46160100,46160500,401,*,49.04,30.43,30.92,26.89,47.23
chr7,6362634,6363034,401,*,514.27,229.55,178.47,300.95,330.59
chr13,9082170,9082570,401,*,43.06,20.87,8.84,14.09,31.79
chr18,25241629,25242029,401,*,117.21,52.17,37.11,71.72,61.76
chr9,56166144,56166544,401,*,25.12,16.52,19.44,20.49,20.89
chr7,116031808,116032208,401,*,68.17,33.04,25.62,34.58,50.86
chr4,34430659,34431059,401,*,32.29,21.74,22.09,16.65,31.79
chr14,70800416,70800816,401,*,28.7,15.65,15.02,10.25,29.06
chr3,14869793,14870193,401,*,59.8,22.61,24.74,21.77,46.32
chr11,32358414,32358814,401,*,50.23,18.26,21.2,25.61,34.51
chr11,85520977,85521377,401,*,50.23,18.26,21.2,25.61,34.51
chr13,3537852,3538252,401,*,226.04,106.95,98.95,137.03,157.12
chr16,95833415,95833815,401,*,43.06,20,24.74,20.49,38.14
chr9,85568871,85569271,401,*,80.13,34.78,22.97,49.94,43.59
chr12,16145591,16145991,401,*,41.86,9.56,20.32,21.77,26.34
chr14,84443275,84443675,401,*,258.33,119.12,76.87,163.92,146.22
chr12,73287593,73287993,401,*,77.74,37.39,31.81,40.98,53.58
chr2,76254858,76255258,401,*,53.82,21.74,16.79,28.17,30.88
chr7,133186311,133186711,401,*,45.45,23.48,21.2,26.89,33.6
chr10,98774794,98775194,401,*,43.06,26.95,15.9,23.05,34.51
chr2,146959364,146959764,401,*,53.82,22.61,31.81,25.61,43.59
chr4,34550264,34550664,401,*,221.26,123.47,97.19,121.66,178.92
chr5,43355181,43355581,401,*,178.2,82.6,57.43,101.17,115.34
chr10,80086833,80087233,401,*,26.31,24.35,26.51,19.21,32.7
chr3,146914808,146915208,401,*,50.23,17.39,20.32,24.33,34.51
chr6,108709935,108710335,401,*,25.12,21.74,14.14,11.53,29.06
chr10,37289920,37290320,401,*,34.68,14.78,12.37,16.65,24.52
chr18,11352361,11352761,401,*,71.76,53.04,27.39,40.98,57.22
chr13,110903230,110903630,401,*,144.71,78.25,43.29,97.33,75.38
chr6,24894562,24894962,401,*,89.7,39.13,27.39,55.07,50.86
chr19,23134867,23135267,401,*,84.92,39.13,41.53,34.58,71.75
chr9,123931770,123932170,401,*,92.09,38.26,29.16,43.54,59.03
chr14,71092592,71092992,401,*,35.88,17.39,16.79,12.81,33.6
chr14,122557272,122557672,401,*,31.1,20,15.02,16.65,25.43
chr14,49894752,49895152,401,*,49.04,35.65,22.09,34.58,34.51
chr11,29808558,29808958,401,*,156.67,59.99,33.57,90.93,70.84
chr4,95784136,95784536,401,*,44.25,13.04,14.14,24.33,23.61
chr1,62721323,62721723,401,*,46.64,20,23.86,28.17,29.97
chr8,104050929,104051329,401,*,31.1,22.61,25.62,10.25,39.96
chr13,33935673,33936073,401,*,65.78,38.26,36.22,40.98,53.58
chr17,9168429,9168829,401,*,49.04,9.56,19.44,16.65,32.7
chr15,91672962,91673362,401,*,161.46,74.78,64.5,96.05,98.99
chr9,56345266,56345666,401,*,26.31,15.65,18.55,17.93,22.71
chr9,5298422,5298822,401,*,100.46,47.82,36.22,67.87,51.77
chr5,103387412,103387812,401,*,33.49,13.91,18.55,16.65,27.25
chr13,81741002,81741402,401,*,45.45,26.95,21.2,29.45,30.88
chr2,28523710,28524110,401,*,69.37,41.74,44.18,42.26,58.13
chr17,64559037,64559437,401,*,28.7,12.17,15.02,11.53,23.61
chrX,13207963,13208363,401,*,41.86,19.13,15.02,19.21,29.06
chr5,50058836,50059236,401,*,106.44,59.99,48.59,66.59,79.01
chr11,68407242,68407642,401,*,23.92,12.17,20.32,14.09,23.61
chr7,105762801,105763201,401,*,33.49,19.13,19.44,21.77,24.52
chr4,83303422,83303822,401,*,37.08,14.78,19.44,24.33,23.61
chr1,172475099,172475499,401,*,69.37,40.87,28.27,42.26,47.23
chr3,37639665,37640065,401,*,41.86,21.74,28.27,16.65,41.78
chr15,91049698,91050098,401,*,56.21,41.74,23.86,32.02,49.95
chr13,91696858,91697258,401,*,46.64,22.61,15.02,30.74,23.61
chr13,6547900,6548300,401,*,355.21,158.25,130.76,211.31,227.96
chr3,133583027,133583427,401,*,76.54,31.3,20.32,43.54,39.05
chrX,94541950,94542350,401,*,83.72,40,31.81,56.35,49.04
chr6,92706085,92706485,401,*,35.88,25.22,15.9,28.17,21.8
chr1,66650002,66650402,401,*,38.27,31.3,18.55,35.86,21.8
chr2,79255007,79255407,401,*,179.4,74.78,62.73,113.98,91.73
chr6,8208980,8209380,401,*,289.43,130.42,108.67,142.15,200.71
chr5,109844866,109845266,401,*,64.58,35.65,29.16,44.82,39.05
chr15,39935560,39935960,401,*,31.1,29.56,22.97,25.61,30.88
chr18,5161998,5162398,401,*,55.02,30.43,22.09,33.3,39.05
chr11,62554133,62554533,401,*,61,25.22,19.44,43.54,28.15
chr17,81424424,81424824,401,*,23.92,16.52,18.55,17.93,21.8
chr4,97757178,97757578,401,*,34.68,23.48,11.49,10.25,33.6
chr18,57598311,57598711,401,*,50.23,24.35,14.14,19.21,39.96
chr8,84661530,84661930,401,*,57.41,45.21,46.83,24.33,71.75
chr5,96898122,96898522,401,*,70.56,33.04,34.46,40.98,48.13
chr2,59338425,59338825,401,*,116.01,43.47,45.06,71.72,60.85
chr4,155164564,155164964,401,*,49.04,20.87,36.22,19.21,51.77
chrX,21089095,21089495,401,*,41.86,21.74,21.2,23.05,33.6
chr17,46160760,46161160,401,*,96.87,48.69,68.91,56.35,82.65
chr14,122010248,122010648,401,*,39.47,23.48,15.9,24.33,26.34
chr4,106296611,106297011,401,*,35.88,24.35,33.57,15.37,44.5
chr1,51493829,51494229,401,*,27.51,16.52,18.55,15.37,24.52
chr3,123256685,123257085,401,*,49.04,28.69,14.14,32.02,29.97
chrX,145505860,145506260,401,*,98.07,40.87,45.94,65.31,59.94
chr6,149375129,149375529,401,*,64.58,33.91,27.39,42.26,42.69
chr16,14134987,14135387,401,*,38.27,15.65,16.79,17.93,29.06
chr1,51333969,51334369,401,*,35.88,19.13,14.14,16.65,27.25
chr10,125725321,125725721,401,*,119.6,44.34,39.76,65.31,72.66
chr7,67445498,67445898,401,*,139.93,78.25,51.24,78.12,104.44
chr6,35568746,35569146,401,*,68.17,25.22,20.32,35.86,37.24
chr9,86592643,86593043,401,*,98.07,46.08,42.41,58.91,67.21
chr3,139012376,139012776,401,*,49.04,26.95,13.25,24.33,35.42
chrX,74115526,74115926,401,*,31.1,13.04,6.18,11.53,21.8
chr9,85588066,85588466,401,*,65.78,26.08,20.32,35.86,36.33
chr10,50702312,50702712,401,*,31.1,13.91,9.72,16.65,18.16
chr6,110040384,110040784,401,*,68.17,18.26,7.07,35.86,29.06
chr14,14863702,14864102,401,*,46.64,15.65,20.32,21.77,30.88
chr16,30184851,30185251,401,*,80.13,44.34,43.29,32.02,80.83
chr12,32910034,32910434,401,*,19.14,13.04,22.09,8.96,25.43
chr3,37744062,37744462,401,*,29.9,12.17,15.02,15.37,20.89
chr2,179193752,179194152,401,*,41.86,13.91,15.9,16.65,30.88
chr6,136553759,136554159,401,*,32.29,20.87,15.02,19.21,26.34
chr6,56831872,56832272,401,*,124.38,67.82,43.29,70.44,89
chr1,166378874,166379274,401,*,218.87,91.3,88.35,102.45,168.02
chr2,112448050,112448450,401,*,33.49,13.04,22.09,20.49,25.43
chr12,117560442,117560842,401,*,204.51,87.82,61.85,96.05,133.51
chr15,53474113,53474513,401,*,39.47,22.61,14.14,29.45,19.98
chr3,40530840,40531240,401,*,45.45,22.61,12.37,28.17,23.61
